"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NOS3",0.0862534136560575,3.466426720034,2.90216809453563,0.00571439334891272,0.491110447067948,-2.31279673395295
"DYDC2",0.196462018858046,2.98985062732264,2.9012958438221,0.00572777871204932,0.491110447067948,-2.2905489461352
"RIIAD1",0.238411652825381,1.46184296438816,2.89985100615735,0.00575001516158766,0.491110447067948,-2.23516597766945
"DNAH11",0.133254810452781,4.80588721226221,2.89759350157379,0.00578491985279476,0.491110447067948,-2.40460403971882
"CCDC121",0.108065048879664,1.40101269919874,2.8945474948838,0.00583232898171224,0.491110447067948,-2.24393418950366
"FAM228B",0.0428145980065723,3.89308660493519,2.88973707371358,0.00590793772671363,0.491110447067948,-2.36417761394984
"PLA2G7",-0.164675286052986,0.741724749755624,-2.88930526764929,0.00591476918172946,0.491110447067948,-2.24716979089777
"PPP1R36",0.127097303685329,2.29572090587524,2.88772003117762,0.00593991178394956,0.491110447067948,-2.28736465694757
"TEX26",0.237917122391818,2.19389187814526,2.88754166820511,0.00594274692531073,0.491110447067948,-2.28506562079277
"MORN3",0.127690962651792,3.04085003009874,2.8854461688715,0.00597615010729799,0.491110447067948,-2.32847758356376
"C11orf70",0.172425883480668,3.86956826379454,2.8839266848623,0.00600048059244738,0.491110447067948,-2.3789470267379
"LRTOMT",0.0731409487312441,5.79077792001534,2.88320008550708,0.00601214770642599,0.491110447067948,-2.49494561211121
"TTC29",0.252568203732518,2.39964811188968,2.88314715621074,0.00601299842467369,0.491110447067948,-2.30463711395813
"MGMT",0.0765103376237971,5.03218678495515,2.88283249309948,0.0060180582333986,0.491110447067948,-2.45192503620481
"OR7E47P",0.207135520383491,2.52714172214144,2.87954025419533,0.00607123589434475,0.491110447067948,-2.3189625987091
"C17orf50",0.18008811057129,-2.01642969243832,2.87517987772573,0.00614233989544734,0.491110447067948,-2.3509283076009
"C11orf71",0.0507656412788876,4.42666923016345,2.87395200950682,0.00616250193770282,0.491110447067948,-2.43320859527472
"TTTY14",0.319911045860444,-2.81717331530636,2.87081545733985,0.00621428515346976,0.491110447067948,-2.40399643185621
"CASC15",0.188103095265801,-2.60516772423675,2.87035435629354,0.00622193178638621,0.491110447067948,-2.40134720636943
"STOML3",0.195482281871807,4.12764459317154,2.86826263629415,0.00625672969829607,0.491110447067948,-2.43582444774145
"SMPD2",0.0705146517769701,5.57510610996696,2.86705568856712,0.00627689078847133,0.491110447067948,-2.52053829552743
"AZIN1-AS1",0.0857261133415908,1.20966336382058,2.86612553045026,0.00629246953983239,0.491110447067948,-2.30292596596314
"IFT57",0.111382773030231,5.54264163465792,2.85978294526229,0.0063996606353703,0.491110447067948,-2.53670495627617
"MT1F",0.103496387921746,2.43624392378001,2.85795715845048,0.00643083008213852,0.491110447067948,-2.36138465971122
"TRIB3",0.0726694560100605,2.37115394602835,2.85761235422445,0.00643673232672146,0.491110447067948,-2.35874550843523
"TPSB2",0.244548497726127,3.16122331562821,2.85586447723574,0.00646672944640065,0.491110447067948,-2.40763049695139
"RCAN3AS",0.137053855986149,0.242660899357306,2.85473436163142,0.00648619363971026,0.491110447067948,-2.32151657912356
"HSPBP1",0.0949464338873032,6.35245453718822,2.85427838274228,0.00649406245619158,0.491110447067948,-2.58627947948915
"SNTN",0.214876878626037,5.57218157609647,2.8491839498263,0.00658258230782648,0.491110447067948,-2.56379158468877
"CAMK2B",0.146010081169805,-1.32497711267134,2.84745122898308,0.00661294434432903,0.491110447067948,-2.37307424675973
"MIR34C",0.251334717310806,-2.32466672689702,2.84734320293169,0.00661484156011538,0.491110447067948,-2.42289502184344
"TPSAB1",0.239821422068227,3.42043511461005,2.84030606751347,0.00673952682667593,0.491110447067948,-2.45671809322485
"CSN1S1",0.217994350908153,-3.55742129279225,2.83939625011944,0.00675580554312722,0.491110447067948,-2.51613664706793
"AK7",0.177215682632524,4.03806579702078,2.83544945234148,0.00682684644068642,0.491110447067948,-2.50283445908213
"TAPBP",-0.038762961444547,8.66953558519696,-2.83484190355634,0.00683784349622203,0.491110447067948,-2.69082991986811
"CCDC81",0.198288827820635,3.09805865764099,2.8336418378082,0.00685961386383672,0.491110447067948,-2.45291815848857
"FAM81B",0.202512890490355,2.82252045684139,2.83292877529861,0.00687257997392234,0.491110447067948,-2.43758179025237
"C9orf24",0.200638258455572,5.97349512005006,2.83290576393877,0.00687299878415161,0.491110447067948,-2.61939667036275
"MCMDC2",0.0689887898896955,2.23305035258138,2.8313122719656,0.00690205827198564,0.491110447067948,-2.41036971442617
"FAM166A",0.08765803270472,5.99829586204382,2.83088800208653,0.006909814611453,0.491110447067948,-2.62772763822618
"SPIN4",-0.0639442582124594,3.91940561679457,-2.82926172875318,0.00693962052069388,0.491110447067948,-2.49787965837833
"ITGB7",-0.0561204857741151,3.84304339260219,-2.82804988909761,0.00696190834015055,0.491110447067948,-2.49719025009792
"PHACTR3",0.150336451670707,-0.308282731650897,2.82787230593281,0.00696517997574442,0.491110447067948,-2.38247133689214
"ZG16B",-0.108149171510981,5.9580768843687,-2.82631738173012,0.0069938875304471,0.491110447067948,-2.62491366932795
"MED31",0.0436455676318712,3.97041785901938,2.82533291881798,0.00701211975247004,0.491110447067948,-2.5170887448586
"ALOX15B",0.142868706991999,3.52129827412661,2.81995016472644,0.00711259038986362,0.491110447067948,-2.50996798200773
"CENPM",0.112816828564081,2.19126848816018,2.81917174771299,0.0071272297973061,0.491110447067948,-2.43692009131165
"LRRC23",0.162534141380769,6.20071067185042,2.81881985438973,0.0071338568969925,0.491110447067948,-2.66429552721135
"LOC101060498",0.15470922709081,1.311219036759,2.81609064824756,0.00718544960233389,0.491110447067948,-2.41549825609934
"DNALI1",0.166252499745139,5.8079468523032,2.81513209269379,0.00720365202640545,0.491110447067948,-2.6555086713407
